"model","scenario","region","unit","variable","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Income Inequality Model (2019)","SSP1","North Macedonia","","Gini Income Inequality Coefficient",44.134,44.399,44.646,44.794,44.828,44.79,44.652,44.445,44.454,44.456,44.487,44.52,44.548,44.581,44.625,44.692,44.774,44.874
"Income Inequality Model (2019)","SSP1","Norway","","Gini Income Inequality Coefficient",25.667,25.796,25.857,25.841,25.751,25.581,25.337,25.016,24.758,24.479,24.178,23.855,23.511,23.152,22.779,22.407,22.002,21.573
"Income Inequality Model (2019)","SSP1","Oman","","Gini Income Inequality Coefficient",41.088,40.804,40.451,39.928,39.123,38.115,37.041,35.908,34.752,33.672,32.762,32.018,31.405,30.902,30.486,30.142,29.851,29.605
"Income Inequality Model (2019)","SSP1","Pakistan","","Gini Income Inequality Coefficient",35.169,35.061,34.929,34.603,33.627,32.23,30.869,29.665,28.596,27.702,26.986,26.412,25.951,25.582,25.286,25.049,24.859,24.706
"Income Inequality Model (2019)","SSP1","Palestine","","Gini Income Inequality Coefficient",40.039,39.931,39.799,39.473,38.497,37.1,35.739,34.535,33.466,32.572,31.856,31.282,30.821,30.452,30.156,29.919,29.729,29.576
"Income Inequality Model (2019)","SSP1","Panama","","Gini Income Inequality Coefficient",53.9,53.267,52.422,51.34,50.122,48.814,47.415,45.935,44.358,42.684,40.914,39.058,37.111,35.072,32.929,30.71,28.423,26.065
"Income Inequality Model (2019)","SSP1","Papua New Guinea","","Gini Income Inequality Coefficient",49.695,49.472,49.132,48.609,47.828,46.846,45.837,44.984,44.166,43.379,42.619,41.901,41.227,40.583,39.955,39.343,38.741,38.14
"Income Inequality Model (2019)","SSP1","Paraguay","","Gini Income Inequality Coefficient",52.435,52.241,51.903,51.367,50.782,50.1,49.271,48.314,47.79,47.325,46.812,46.256,45.663,45.035,44.374,43.688,42.973,42.23
"Income Inequality Model (2019)","SSP1","Peru","","Gini Income Inequality Coefficient",47.444,47.393,47.288,46.961,46.373,45.449,44.143,42.447,41.404,40.25,38.984,37.629,36.2,34.708,33.158,31.574,29.931,28.228
"Income Inequality Model (2019)","SSP1","Philippines","","Gini Income Inequality Coefficient",43.025,42.472,41.622,40.393,38.834,36.992,34.841,32.411,29.73,26.854,24.423,22.491,20.955,19.734,18.764,17.992,17.378,16.891
"Income Inequality Model (2019)","SSP1","Poland","","Gini Income Inequality Coefficient",36.801,36.893,36.914,36.715,36.276,35.598,34.697,33.606,32.865,32.09,31.262,30.36,29.377,28.322,27.215,26.114,25.012,23.887
"Income Inequality Model (2019)","SSP1","Portugal","","Gini Income Inequality Coefficient",36.373,36.209,35.894,35.414,34.776,33.982,33.026,31.909,30.93,29.89,28.794,27.64,26.431,25.176,23.878,22.561,21.203,19.801
"Income Inequality Model (2019)","SSP1","Puerto Rico","","Gini Income Inequality Coefficient",55.884,56.149,56.396,56.544,56.578,56.54,56.402,56.195,56.204,56.206,56.237,56.27,56.298,56.331,56.375,56.442,56.524,56.624
"Income Inequality Model (2019)","SSP1","Qatar","","Gini Income Inequality Coefficient",45.956,45.389,44.698,43.855,43.23,42.691,41.915,40.7,39.341,37.955,36.77,35.811,35.03,34.4,33.895,33.489,33.156,32.888
"Income Inequality Model (2019)","SSP1","Romania","","Gini Income Inequality Coefficient",27.337,27.466,27.527,27.511,27.421,27.251,27.007,26.686,26.428,26.149,25.848,25.525,25.181,24.822,24.449,24.077,23.672,23.243
"Income Inequality Model (2019)","SSP1","Russian Federation","","Gini Income Inequality Coefficient",41.124,41.389,41.636,41.784,41.818,41.78,41.642,41.435,41.444,41.446,41.477,41.51,41.538,41.571,41.615,41.682,41.764,41.864
"Income Inequality Model (2019)","SSP1","Rwanda","","Gini Income Inequality Coefficient",57.175,56.981,56.643,56.107,55.522,54.84,54.011,53.054,52.53,52.065,51.552,50.996,50.403,49.775,49.114,48.428,47.713,46.97
"Income Inequality Model (2019)","SSP1","Saint Lucia","","Gini Income Inequality Coefficient",42.142,41.866,41.53,41.013,40.182,39.124,37.989,36.756,35.593,34.538,33.668,32.968,32.402,31.947,31.582,31.289,31.051,30.86
"Income Inequality Model (2019)","SSP1","Saint Vincent and the Grenadines","","Gini Income Inequality Coefficient",48.916,48.538,47.98,47.145,46.048,44.728,43.282,41.747,40.372,39.099,37.951,36.918,35.974,35.101,34.28,33.502,32.752,32.02
"Income Inequality Model (2019)","SSP1","Samoa","","Gini Income Inequality Coefficient",48.475,48.207,47.865,47.362,46.288,44.854,43.575,42.878,41.619,40.348,39.219,38.256,37.463,36.793,36.215,35.712,35.28,34.893
"Income Inequality Model (2019)","SSP1","Sao Tome and Principe","","Gini Income Inequality Coefficient",36.399,36.291,36.159,35.833,34.857,33.46,32.099,30.895,29.826,28.932,28.216,27.642,27.181,26.812,26.516,26.279,26.089,25.936
"Income Inequality Model (2019)","SSP1","Saudi Arabia","","Gini Income Inequality Coefficient",41.088,40.804,40.451,39.928,39.123,38.115,37.041,35.908,34.752,33.672,32.762,32.018,31.405,30.902,30.486,30.142,29.851,29.605
"Income Inequality Model (2019)","SSP1","Senegal","","Gini Income Inequality Coefficient",45.82,45.235,44.519,43.651,43.068,42.608,41.878,40.62,39.269,37.893,36.716,35.766,34.99,34.364,33.862,33.459,33.127,32.86
"Income Inequality Model (2019)","SSP1","Serbia","","Gini Income Inequality Coefficient",29.636,29.839,29.999,30.09,30.059,29.965,29.808,29.601,29.377,29.1,28.788,28.44,28.072,27.691,27.3,26.885,26.468,26.051
"Income Inequality Model (2019)","SSP1","Sierra Leone","","Gini Income Inequality Coefficient",39.569,39.461,39.329,39.003,38.027,36.63,35.269,34.065,32.996,32.102,31.386,30.812,30.351,29.982,29.686,29.449,29.259,29.106
"Income Inequality Model (2019)","SSP1","Singapore","","Gini Income Inequality Coefficient",53.135,52.941,52.603,52.067,51.482,50.8,49.971,49.014,48.49,48.025,47.512,46.956,46.363,45.735,45.074,44.388,43.673,42.93
"Income Inequality Model (2019)","SSP1","Slovakia","","Gini Income Inequality Coefficient",27.866,29.337,30.768,32.07,33.111,33.818,34.224,34.381,35.019,35.625,36.213,36.787,37.36,37.945,38.559,39.254,40.026,40.868
"Income Inequality Model (2019)","SSP1","Slovenia","","Gini Income Inequality Coefficient",24.997,25.126,25.187,25.171,25.081,24.911,24.667,24.346,24.088,23.809,23.508,23.185,22.841,22.482,22.109,21.737,21.332,20.903
"Income Inequality Model (2019)","SSP1","Solomon Islands","","Gini Income Inequality Coefficient",45.861,45.557,45.198,44.688,43.497,41.891,40.507,39.86,38.388,36.883,35.576,34.498,33.649,32.968,32.417,31.971,31.624,31.343
"Income Inequality Model (2019)","SSP1","Somalia","","Gini Income Inequality Coefficient",45.414,45.051,44.617,44.032,42.968,41.604,40.358,39.583,38.136,36.658,35.379,34.327,33.494,32.824,32.284,31.847,31.503,31.225
"Income Inequality Model (2019)","SSP1","South Africa","","Gini Income Inequality Coefficient",69.215,69.021,68.683,68.147,67.562,66.88,66.051,65.094,64.57,64.105,63.592,63.036,62.443,61.815,61.154,60.468,59.753,59.01
"Income Inequality Model (2019)","SSP1","South Korea","","Gini Income Inequality Coefficient",38.229,38.121,37.989,37.663,36.687,35.29,33.929,32.725,31.656,30.762,30.046,29.472,29.011,28.642,28.346,28.109,27.919,27.766
"Income Inequality Model (2019)","SSP1","Spain","","Gini Income Inequality Coefficient",31.988,31.989,31.964,31.837,31.606,31.259,30.801,30.235,29.698,29.106,28.447,27.723,26.958,26.179,25.393,24.631,23.867,23.086
"Income Inequality Model (2019)","SSP1","Sri Lanka","","Gini Income Inequality Coefficient",43.322,42.788,42.135,41.324,40.716,40.183,39.397,38.118,36.811,35.506,34.398,33.506,32.777,32.188,31.716,31.338,31.026,30.775
"Income Inequality Model (2019)","SSP1","Sudan","","Gini Income Inequality Coefficient",40.934,40.483,39.932,39.216,38.536,37.834,36.935,35.671,34.411,33.187,32.155,31.325,30.648,30.103,29.666,29.315,29.026,28.795
"Income Inequality Model (2019)","SSP1","Suriname","","Gini Income Inequality Coefficient",57.445,57.251,56.913,56.377,55.792,55.11,54.281,53.324,52.8,52.335,51.822,51.266,50.673,50.045,49.384,48.698,47.983,47.24
"Income Inequality Model (2019)","SSP1","Sweden","","Gini Income Inequality Coefficient",27.367,27.496,27.557,27.541,27.451,27.281,27.037,26.716,26.458,26.179,25.878,25.555,25.211,24.852,24.479,24.107,23.702,23.273
"Income Inequality Model (2019)","SSP1","Switzerland","","Gini Income Inequality Coefficient",31.575,31.66,31.715,31.737,31.802,31.701,31.496,31.185,30.983,30.796,30.539,30.254,29.951,29.639,29.32,29.045,28.797,28.553
"Income Inequality Model (2019)","SSP1","Syria","","Gini Income Inequality Coefficient",41.299,40.709,39.987,39.112,38.552,38.134,37.424,36.135,34.797,33.438,32.277,31.343,30.578,29.96,29.465,29.068,28.74,28.476
"Income Inequality Model (2019)","SSP1","Taiwan","","Gini Income Inequality Coefficient",39.379,39.271,39.139,38.813,37.837,36.44,35.079,33.875,32.806,31.912,31.196,30.622,30.161,29.792,29.496,29.259,29.069,28.916
"Income Inequality Model (2019)","SSP1","Tajikistan","","Gini Income Inequality Coefficient",30.66,30.89,31.091,31.229,31.239,31.182,31.066,30.908,30.703,30.436,30.123,29.768,29.394,29.009,28.615,28.192,27.785,27.391
"Income Inequality Model (2019)","SSP1","Tanzania","","Gini Income Inequality Coefficient",43.315,42.783,42.132,41.322,40.713,40.177,39.389,38.111,36.805,35.501,34.394,33.503,32.775,32.187,31.716,31.338,31.026,30.776
"Income Inequality Model (2019)","SSP1","Thailand","","Gini Income Inequality Coefficient",40.352,38.973,37.293,35.146,32.629,29.828,26.909,24.513,22.599,21.07,19.849,18.873,18.094,17.472,16.974,16.577,16.26,16.006
"Income Inequality Model (2019)","SSP1","Timor-Leste","","Gini Income Inequality Coefficient",37.139,37.031,36.899,36.573,35.597,34.2,32.839,31.635,30.566,29.672,28.956,28.382,27.921,27.552,27.256,27.019,26.829,26.676
"Income Inequality Model (2019)","SSP1","Togo","","Gini Income Inequality Coefficient",51.845,51.637,51.298,50.769,50.087,49.258,48.34,47.434,46.766,46.143,45.509,44.874,44.241,43.605,42.96,42.311,41.651,40.978
"Income Inequality Model (2019)","SSP1","Tonga","","Gini Income Inequality Coefficient",37.679,37.571,37.439,37.113,36.137,34.74,33.379,32.175,31.106,30.212,29.496,28.922,28.461,28.092,27.796,27.559,27.369,27.216
"Income Inequality Model (2019)","SSP1","Trinidad and Tobago","","Gini Income Inequality Coefficient",39.849,39.741,39.609,39.283,38.307,36.91,35.549,34.345,33.276,32.382,31.666,31.092,30.631,30.262,29.966,29.729,29.539,29.386
"Income Inequality Model (2019)","SSP1","Tunisia","","Gini Income Inequality Coefficient",41.388,41.278,41.143,40.815,39.841,38.448,37.091,35.887,34.816,33.92,33.201,32.625,32.164,31.793,31.496,31.258,31.067,30.914
"Income Inequality Model (2019)","SSP1","Turkey","","Gini Income Inequality Coefficient",40.124,40.389,40.636,40.784,40.818,40.78,40.642,40.435,40.444,40.446,40.477,40.51,40.538,40.571,40.615,40.682,40.764,40.864
"Income Inequality Model (2019)","SSP1","Turkmenistan","","Gini Income Inequality Coefficient",40.854,41.119,41.366,41.514,41.548,41.51,41.372,41.165,41.174,41.176,41.207,41.24,41.268,41.301,41.345,41.412,41.494,41.594
"Income Inequality Model (2019)","SSP1","Uganda","","Gini Income Inequality Coefficient",48.772,48.515,48.174,47.666,46.663,45.34,44.126,43.391,42.24,41.087,40.048,39.144,38.38,37.716,37.126,36.597,36.124,35.684
"Income Inequality Model (2019)","SSP1","Ukraine","","Gini Income Inequality Coefficient",24.677,24.806,24.867,24.851,24.761,24.591,24.347,24.026,23.768,23.489,23.188,22.865,22.521,22.162,21.789,21.417,21.012,20.583
"Income Inequality Model (2019)","SSP1","United Arab Emirates","","Gini Income Inequality Coefficient",41.088,40.804,40.451,39.928,39.123,38.115,37.041,35.908,34.752,33.672,32.762,32.018,31.405,30.902,30.486,30.142,29.851,29.605
"Income Inequality Model (2019)","SSP1","United Kingdom","","Gini Income Inequality Coefficient",33.58,33.577,33.526,33.379,33.146,32.836,32.465,32.054,31.616,31.157,30.67,30.154,29.615,29.075,28.534,28.001,27.468,26.933
"Income Inequality Model (2019)","SSP1","United States","","Gini Income Inequality Coefficient",40.568,41.545,42.307,42.848,43.209,43.384,43.407,43.319,43.324,43.304,43.274,43.251,43.246,43.264,43.31,43.392,43.508,43.659
"Income Inequality Model (2019)","SSP1","Uruguay","","Gini Income Inequality Coefficient",42.914,42.47,41.926,41.217,40.531,39.817,38.911,37.648,36.391,35.172,34.146,33.32,32.647,32.105,31.67,31.321,31.034,30.804
"Income Inequality Model (2019)","SSP1","Uzbekistan","","Gini Income Inequality Coefficient",35.147,35.295,35.417,35.482,35.539,35.461,35.275,34.992,34.883,34.789,34.664,34.527,34.377,34.225,34.073,33.965,33.881,33.805
"Income Inequality Model (2019)","SSP1","Vanuatu","","Gini Income Inequality Coefficient",42.729,42.325,41.831,41.168,40.447,39.65,38.689,37.433,36.199,35.02,34.031,33.236,32.588,32.067,31.649,31.314,31.038,30.818
"Income Inequality Model (2019)","SSP1","Venezuela","","Gini Income Inequality Coefficient",46.564,46.085,45.504,44.772,43.958,43.065,42.086,41.06,39.664,38.238,37.012,36.014,35.21,34.563,34.043,33.624,33.286,33.014
"Income Inequality Model (2019)","SSP1","Viet Nam","","Gini Income Inequality Coefficient",46.282,45.763,45.131,44.348,43.621,42.892,42.007,40.894,39.514,38.107,36.9,35.92,35.127,34.488,33.974,33.561,33.226,32.955
"Income Inequality Model (2019)","SSP1","Yemen","","Gini Income Inequality Coefficient",41.467,41.339,41.183,40.835,39.876,38.518,37.184,35.977,34.897,33.984,33.25,32.661,32.188,31.809,31.505,31.261,31.065,30.908
"Income Inequality Model (2019)","SSP1","Zambia","","Gini Income Inequality Coefficient",61.455,61.261,60.923,60.387,59.802,59.12,58.291,57.334,56.81,56.345,55.832,55.276,54.683,54.055,53.394,52.708,51.993,51.25
"Income Inequality Model (2019)","SSP1","Zimbabwe","","Gini Income Inequality Coefficient",45.116,44.714,44.229,43.594,42.616,41.413,40.259,39.397,37.968,36.508,35.247,34.214,33.39,32.729,32.195,31.764,31.422,31.146
"Income Inequality Model (2019)","SSP2","Afghanistan","","Gini Income Inequality Coefficient",33.837,34.104,33.929,33.664,33.339,32.695,31.831,30.843,29.735,28.562,27.368,26.403,25.623,24.993,24.483,24.071,23.738,23.099
"Income Inequality Model (2019)","SSP2","Albania","","Gini Income Inequality Coefficient",29.297,29.571,29.82,29.989,30.107,30.2,30.273,30.331,30.364,30.359,30.311,30.218,30.116,30.003,29.867,29.709,29.54,29.365
"Income Inequality Model (2019)","SSP2","Algeria","","Gini Income Inequality Coefficient",41.092,40.891,40.755,40.572,40.307,40.008,39.465,38.608,37.628,36.657,35.467,34.317,33.16,32.198,31.416,30.73,30.023,29.466
"Income Inequality Model (2019)","SSP2","Angola","","Gini Income Inequality Coefficient",48.697,48.689,48.684,48.623,48.093,47.405,46.956,46.519,45.65,44.675,44.157,43.138,42.349,41.479,40.525,39.57,38.775,37.994
"Income Inequality Model (2019)","SSP2","Argentina","","Gini Income Inequality Coefficient",43.281,42.995,42.865,42.697,42.443,42.208,41.725,40.891,39.935,39.001,37.812,36.628,35.401,34.378,33.546,32.81,32.033,31.492
"Income Inequality Model (2019)","SSP2","Armenia","","Gini Income Inequality Coefficient",31.198,31.428,31.653,31.888,32.05,32.101,32.132,32.149,32.161,32.161,32.13,32.1,32.093,32.079,32.061,32.015,31.963,31.917
"Income Inequality Model (2019)","SSP2","Aruba","","Gini Income Inequality Coefficient",49.115,49.007,48.785,48.481,48.066,47.521,46.837,45.995,45.013,43.984,42.927,41.894,40.944,40.107,39.369,38.702,38.075,37.489
"Income Inequality Model (2019)","SSP2","Australia","","Gini Income Inequality Coefficient",34.77,34.932,35.072,35.335,35.518,35.523,35.5,35.456,35.431,35.446,35.474,35.571,35.667,35.764,35.889,36.003,36.124,36.217
"Income Inequality Model (2019)","SSP2","Austria","","Gini Income Inequality Coefficient",26.92,27.575,28.026,28.408,28.704,28.931,29.099,29.214,29.286,29.314,29.308,29.27,29.207,29.126,29.036,28.94,28.843,28.746
"Income Inequality Model (2019)","SSP2","Azerbaijan","","Gini Income Inequality Coefficient",16.834,17.063,17.235,17.356,17.441,17.496,17.525,17.53,17.517,17.487,17.443,17.374,17.247,17.109,16.961,16.804,16.638,16.423
"Income Inequality Model (2019)","SSP2","Bahamas","","Gini Income Inequality Coefficient",42.816,42.708,42.563,42.364,42.087,41.72,41.115,40.232,39.227,38.216,37.025,35.912,34.828,33.932,33.203,32.572,31.938,31.365
"Income Inequality Model (2019)","SSP2","Bahrain","","Gini Income Inequality Coefficient",41.381,41.383,41.27,41.096,40.801,40.363,39.749,38.925,37.948,36.938,35.854,34.803,33.828,32.993,32.279,31.643,31.036,30.406
"Income Inequality Model (2019)","SSP2","Bangladesh","","Gini Income Inequality Coefficient",38.017,38.284,38.109,37.844,37.519,36.875,36.011,35.023,33.915,32.742,31.548,30.583,29.803,29.173,28.663,28.251,27.918,27.279
"Income Inequality Model (2019)","SSP2","Barbados","","Gini Income Inequality Coefficient",46.767,46.508,46.459,46.374,45.966,45.544,45.118,44.454,43.468,42.454,41.513,40.237,39.026,37.897,36.845,35.849,34.9,34.189
"Income Inequality Model (2019)","SSP2","Belarus","","Gini Income Inequality Coefficient",37.911,39.303,40.818,42.219,43.407,44.558,45.726,46.921,48.143,49.374,50.6,51.821,53.055,54.323,55.635,56.991,58.383,59.818
"Income Inequality Model (2019)","SSP2","Belgium","","Gini Income Inequality Coefficient",27.401,27.533,27.639,27.714,27.739,27.718,27.659,27.568,27.455,27.32,27.167,26.997,26.814,26.622,26.423,26.216,26.001,25.774
"Income Inequality Model (2019)","SSP2","Belize","","Gini Income Inequality Coefficient",53.247,53.209,53.059,52.843,52.68,52.458,52.178,51.932,51.755,51.544,51.311,51.218,51.12,51.012,50.893,50.762,50.619,50.463
"Income Inequality Model (2019)","SSP2","Benin","","Gini Income Inequality Coefficient",49.42,49.401,49.343,49.225,48.83,48.314,47.927,47.561,46.947,46.253,45.841,45.163,44.629,44.04,43.394,42.742,42.188,41.637
"Income Inequality Model (2019)","SSP2","Bhutan","","Gini Income Inequality Coefficient",44.227,43.871,43.787,43.675,43.356,43.091,42.693,41.967,41.019,40.082,39.016,37.753,36.466,35.332,34.342,33.429,32.5,31.89
"Income Inequality Model (2019)","SSP2","Bolivia","","Gini Income Inequality Coefficient",53.894,52.842,51.334,49.559,47.541,45.067,42.132,38.717,34.809,31.056,28.014,25.549,23.55,21.93,20.617,19.553,18.69,17.991
"Income Inequality Model (2019)","SSP2","Bosnia and Herzegovina","","Gini Income Inequality Coefficient",32.895,33.076,33.236,33.505,33.697,33.727,33.729,33.711,33.711,33.747,33.797,33.912,34.024,34.139,34.281,34.416,34.56,34.68
"Income Inequality Model (2019)","SSP2","Botswana","","Gini Income Inequality Coefficient",66.447,66.409,66.259,66.043,65.88,65.658,65.378,65.132,64.955,64.744,64.511,64.418,64.32,64.212,64.093,63.962,63.819,63.663
"Income Inequality Model (2019)","SSP2","Brazil","","Gini Income Inequality Coefficient",57.231,57.534,57.775,57.964,58.046,58.086,58.11,58.12,58.12,58.112,58.099,58.084,58.074,58.075,58.084,58.106,58.141,58.189
"Income Inequality Model (2019)","SSP2","Brunei Darussalam","","Gini Income Inequality Coefficient",45.074,44.93,44.717,44.44,44.026,43.482,42.836,42.053,41.111,40.112,39.148,38.166,37.254,36.402,35.595,34.818,34.062,33.308
"Income Inequality Model (2019)","SSP2","Bulgaria","","Gini Income Inequality Coefficient",36.994,38.759,40.654,42.235,43.504,44.687,45.837,46.961,48.062,49.141,50.209,51.281,52.372,53.495,54.656,55.86,57.112,58.421
