"model","scenario","region","unit","variable","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075"
"Human Development Index Model (2015)","SSP2","United States","","Human Development Index",0.847685677,0.849383058,0.85380751,0.859102748,0.863951802,0.867746189,0.871417991,0.874164685,0.8765972,0.877183799,0.877918518,0.878395283,0.879478048,0.880424887
"Human Development Index Model (2015)","SSP2","Uruguay","","Human Development Index",0.699924374,0.713789797,0.731610591,0.745477609,0.7568537,0.765944974,0.774553266,0.781379493,0.78786035,0.792088407,0.795550715,0.799084748,0.803846445,0.809673919
"Human Development Index Model (2015)","SSP2","Vanuatu","","Human Development Index",0.554954513,0.572156664,0.595235727,0.615564922,0.632837295,0.647637717,0.661203265,0.672777954,0.683389024,0.691854172,0.699622517,0.707095401,0.714431479,0.721496144
"Human Development Index Model (2015)","SSP2","Venezuela","","Human Development Index",0.692830479,0.707478205,0.728153085,0.747640625,0.76276612,0.773739537,0.78310509,0.789249454,0.794629629,0.7983142,0.801439178,0.804549288,0.807719642,0.811075152
"Human Development Index Model (2015)","SSP2","Viet Nam","","Human Development Index",0.57878427,0.607038295,0.643822248,0.671704868,0.691191396,0.704533091,0.71486485,0.723152985,0.731246365,0.738034906,0.744423926,0.751549662,0.759645271,0.767571523
"Human Development Index Model (2015)","SSP2","Zambia","","Human Development Index",0.416518307,0.441353524,0.460418812,0.474219309,0.487677025,0.500669571,0.514990279,0.52937977,0.544952257,0.559425771,0.573650752,0.587170392,0.599649634,0.611657713
"Human Development Index Model (2015)","SSP2","Zimbabwe","","Human Development Index",0.365008179,0.378560688,0.405028114,0.446735267,0.488989361,0.526231571,0.556808305,0.582040981,0.604458219,0.623611822,0.640520226,0.655792392,0.670748676,0.685212916
"Human Development Index Model (2015)","SSP3","Algeria","","Human Development Index",0.633483851,0.639003349,0.645152929,0.651570156,0.657398345,0.663346815,0.669513919,0.674350058,0.677942096,0.680059677,0.681719512,0.683169343,0.684557148,0.684727375
"Human Development Index Model (2015)","SSP3","Argentina","","Human Development Index",0.708184069,0.714653681,0.723130935,0.729088497,0.733556333,0.737270469,0.740248769,0.742633855,0.744147444,0.744829213,0.745833357,0.74705534,0.748498561,0.748682362
"Human Development Index Model (2015)","SSP3","Armenia","","Human Development Index",0.658592396,0.67827951,0.707117097,0.729118494,0.741388301,0.747897247,0.7518324,0.753982372,0.755303686,0.755738844,0.756665459,0.757912607,0.759646782,0.760279945
"Human Development Index Model (2015)","SSP3","Australia","","Human Development Index",0.85237216,0.858607429,0.864324868,0.868112564,0.871594588,0.875170833,0.878809992,0.88242533,0.885058705,0.886706115,0.8886783,0.890550795,0.892390504,0.892259336
"Human Development Index Model (2015)","SSP3","Austria","","Human Development Index",0.835333602,0.838794338,0.841663564,0.843916056,0.846498011,0.849602997,0.853164032,0.856293564,0.858487201,0.85974958,0.861252864,0.862688567,0.864107471,0.863674114
"Human Development Index Model (2015)","SSP3","Azerbaijan","","Human Development Index",0.661742934,0.69498509,0.720136293,0.727891194,0.7289716,0.731311648,0.734330478,0.738806516,0.742439741,0.744201389,0.746343885,0.747285346,0.747987809,0.746865541
"Human Development Index Model (2015)","SSP3","Bahamas","","Human Development Index",0.731490315,0.73150007,0.731977043,0.734122155,0.738015417,0.741789947,0.745359053,0.748332192,0.750519387,0.752184643,0.753757011,0.755540142,0.757483125,0.757626592
"Human Development Index Model (2015)","SSP3","Bahrain","","Human Development Index",0.729279232,0.739797116,0.754956561,0.761939364,0.766524658,0.769841647,0.773382683,0.776640337,0.779209805,0.780556129,0.781966223,0.783267857,0.784506763,0.783985687
"Human Development Index Model (2015)","SSP3","Bangladesh","","Human Development Index",0.455475093,0.468635448,0.481511122,0.490061506,0.496047845,0.500821349,0.504888407,0.508771464,0.511261276,0.513315868,0.515481392,0.517129938,0.518805107,0.519581756
"Human Development Index Model (2015)","SSP3","Belarus","","Human Development Index",0.708883584,0.726765931,0.742822748,0.751661218,0.756978818,0.760834598,0.764439614,0.76780543,0.770542083,0.772306397,0.774127367,0.776196254,0.778374596,0.779277662
"Human Development Index Model (2015)","SSP3","Belgium","","Human Development Index",0.826368521,0.830114399,0.834194617,0.83803321,0.842120159,0.846125866,0.850137167,0.853786291,0.856528563,0.858238814,0.860093649,0.861969608,0.863787533,0.863866228
"Human Development Index Model (2015)","SSP3","Belize","","Human Development Index",0.575850163,0.579523126,0.584446842,0.590435923,0.595679154,0.599740398,0.603587907,0.606163076,0.607899541,0.609103885,0.610441822,0.611855447,0.613256999,0.613833886
"Human Development Index Model (2015)","SSP3","Benin","","Human Development Index",0.348445068,0.352828697,0.360763108,0.370285704,0.377288647,0.382881113,0.387794933,0.39097691,0.394501898,0.397968826,0.400249421,0.402827576,0.405770129,0.406219262
"Human Development Index Model (2015)","SSP3","Bhutan","","Human Development Index",0.489882806,0.518992876,0.554841671,0.578345991,0.595387119,0.607306664,0.616704182,0.623848566,0.630083065,0.635528562,0.640850456,0.645831971,0.650063198,0.652032673
"Human Development Index Model (2015)","SSP3","Bolivia","","Human Development Index",0.573791328,0.580493704,0.587034315,0.591093982,0.594627395,0.601009757,0.606293835,0.609716823,0.61406522,0.61577655,0.616773102,0.619694099,0.621633156,0.621711045
"Human Development Index Model (2015)","SSP3","Bosnia and Herzegovina","","Human Development Index",0.698224333,0.720523131,0.749266789,0.768202426,0.781340149,0.790980494,0.799037078,0.805858946,0.811087805,0.815143525,0.818743327,0.822119276,0.825400015,0.827001587
"Human Development Index Model (2015)","SSP3","Brazil","","Human Development Index",0.63042843,0.641873401,0.654437329,0.66489468,0.6736004,0.680774492,0.688083619,0.694113067,0.698974104,0.702534507,0.705880255,0.708371336,0.710456912,0.71088265
"Human Development Index Model (2015)","SSP3","Bulgaria","","Human Development Index",0.711805756,0.722341381,0.734655616,0.743113196,0.748593822,0.752533481,0.755615486,0.758390915,0.760212145,0.76127438,0.762798616,0.76454489,0.7664297,0.766646407
"Human Development Index Model (2015)","SSP3","Burkina Faso","","Human Development Index",0.266762112,0.262370735,0.259028752,0.257051077,0.257073151,0.258837657,0.26247018,0.26723576,0.270864548,0.273847299,0.276858536,0.278499565,0.281395931,0.282533839
"Human Development Index Model (2015)","SSP3","Burundi","","Human Development Index",0.262786951,0.268863433,0.282279095,0.291647602,0.299312712,0.303133103,0.304739769,0.305710168,0.30707682,0.309472406,0.313140724,0.317113222,0.320735894,0.324937334
"Human Development Index Model (2015)","SSP3","Cabo Verde","","Human Development Index",0.529481681,0.54561643,0.560049484,0.565712444,0.569291272,0.571750397,0.574812409,0.577943771,0.580742215,0.58243919,0.584003579,0.585378659,0.586850455,0.587234462
"Human Development Index Model (2015)","SSP3","Cambodia","","Human Development Index",0.436974701,0.456145502,0.487053747,0.509321122,0.528176447,0.54044711,0.549950678,0.557625698,0.561794776,0.564248694,0.566590452,0.568246303,0.570689943,0.571055817
"Human Development Index Model (2015)","SSP3","Cameroon","","Human Development Index",0.416107796,0.411937696,0.415548951,0.421277115,0.426089104,0.430199797,0.433332969,0.435664841,0.438955644,0.440603715,0.44496198,0.446975182,0.451755315,0.452978571
"Human Development Index Model (2015)","SSP3","Canada","","Human Development Index",0.863733985,0.864624989,0.866861839,0.8695709,0.872287276,0.87500475,0.877898635,0.880628051,0.882647114,0.883850258,0.885527254,0.887280287,0.889165496,0.889386933
"Human Development Index Model (2015)","SSP3","Central African Republic","","Human Development Index",0.285027538,0.282224056,0.2849787,0.286764496,0.290173369,0.291266765,0.29270313,0.294564437,0.296238486,0.29911182,0.302429473,0.306180927,0.310180006,0.313513336
"Human Development Index Model (2015)","SSP3","Chad","","Human Development Index",0.273251099,0.277463158,0.279702683,0.284232056,0.288243064,0.291412413,0.294130573,0.295804868,0.297958057,0.299832516,0.302011429,0.304312572,0.306512535,0.308327879
"Human Development Index Model (2015)","SSP3","Chile","","Human Development Index",0.741461706,0.747425778,0.754449204,0.759879991,0.764408098,0.769329699,0.774398305,0.778750255,0.781497581,0.782666847,0.783660276,0.7843322,0.784964432,0.783985864
"Human Development Index Model (2015)","SSP3","China","","Human Development Index",0.627219554,0.652920138,0.678881486,0.695137012,0.706012842,0.714326137,0.720962871,0.725841305,0.728958768,0.730723113,0.732090292,0.733053555,0.733611044,0.732579923
"Human Development Index Model (2015)","SSP3","Colombia","","Human Development Index",0.642767819,0.65177585,0.661757862,0.669236476,0.675273593,0.680520201,0.685803699,0.690687622,0.69448918,0.696824149,0.6987416,0.700246139,0.70142813,0.701002502
"Human Development Index Model (2015)","SSP3","Comoros","","Human Development Index",0.372153994,0.367625543,0.368568063,0.370427543,0.369995604,0.369989941,0.369776786,0.369824835,0.371509724,0.372742138,0.375352188,0.378828982,0.381406696,0.383917768
"Human Development Index Model (2015)","SSP3","Congo","","Human Development Index",0.481871104,0.481164614,0.495107344,0.509762846,0.518655835,0.523188881,0.525494932,0.526731681,0.527910679,0.528848877,0.531271052,0.532445071,0.535120396,0.53650379
"Human Development Index Model (2015)","SSP3","Costa Rica","","Human Development Index",0.665089142,0.667936029,0.670847471,0.672174089,0.673241798,0.67397171,0.674912298,0.675880964,0.676291759,0.676173087,0.67658951,0.67745562,0.678673205,0.678716622
"Human Development Index Model (2015)","SSP3","Croatia","","Human Development Index",0.749162842,0.759155083,0.768967692,0.777168421,0.783583873,0.788728144,0.793084539,0.796773913,0.799404927,0.800947774,0.802794021,0.804819071,0.807024301,0.8077681
"Human Development Index Model (2015)","SSP3","Cuba","","Human Development Index",0.681318018,0.690930161,0.703917098,0.71257547,0.719010241,0.723812412,0.727715608,0.730507095,0.732265852,0.733192639,0.734201611,0.735235056,0.736256443,0.736005615
"Human Development Index Model (2015)","SSP3","Cyprus","","Human Development Index",0.808870553,0.817616462,0.830687558,0.841598944,0.849229954,0.854898337,0.859513465,0.863176081,0.865588223,0.866973627,0.86871578,0.870576035,0.872575882,0.872964669
"Human Development Index Model (2015)","SSP3","Czechia","","Human Development Index",0.801681688,0.806909229,0.810712936,0.813174297,0.815991722,0.819584159,0.82387827,0.827654165,0.829857577,0.831047988,0.832518395,0.834448464,0.836651446,0.837103195
"Human Development Index Model (2015)","SSP3","Côte d'Ivoire","","Human Development Index",0.358598669,0.358543069,0.361991364,0.364928134,0.367635239,0.370813914,0.373708684,0.37658229,0.379779823,0.382614774,0.38555355,0.388484473,0.391543029,0.394408471
"Human Development Index Model (2015)","SSP3","Democratic Republic of the Congo","","Human Development Index",0.261376879,0.301043097,0.353049159,0.394162308,0.419215274,0.433420695,0.442250719,0.447669683,0.452069458,0.4558267,0.459139304,0.463636003,0.467674972,0.470784564
"Human Development Index Model (2015)","SSP3","Denmark","","Human Development Index",0.816000548,0.816838197,0.818721587,0.821655303,0.82456088,0.82739737,0.830251136,0.832734185,0.834467778,0.835470033,0.837089969,0.838717098,0.84035016,0.840388627
"Human Development Index Model (2015)","SSP3","Dominican Republic","","Human Development Index",0.651032246,0.657787416,0.665732443,0.669087226,0.672574526,0.676461984,0.680508283,0.684099586,0.686840339,0.688306951,0.68960926,0.691109047,0.69224602,0.692252004
"Human Development Index Model (2015)","SSP3","Ecuador","","Human Development Index",0.638255341,0.642687347,0.65130992,0.658322989,0.66391389,0.668683211,0.672639417,0.67554549,0.676922979,0.677116372,0.677801627,0.678698032,0.679926913,0.680097367
"Human Development Index Model (2015)","SSP3","Egypt","","Human Development Index",0.605510744,0.620078241,0.633949504,0.644897104,0.653510008,0.662052434,0.669200948,0.675683359,0.680234612,0.683448244,0.68581698,0.687928066,0.689594087,0.689761348
"Human Development Index Model (2015)","SSP3","El Salvador","","Human Development Index",0.584595935,0.592176283,0.599588028,0.606029472,0.612638712,0.619433451,0.625980619,0.63138544,0.635181177,0.63776388,0.639997868,0.64190306,0.643918731,0.644876828
"Human Development Index Model (2015)","SSP3","Equatorial Guinea","","Human Development Index",0.570066436,0.557162235,0.556224705,0.561374793,0.566041433,0.567930837,0.571817133,0.575730091,0.580464408,0.584122213,0.587367046,0.594309145,0.597327762,0.600685993
"Human Development Index Model (2015)","SSP3","Estonia","","Human Development Index",0.772364686,0.779228338,0.787165951,0.794665906,0.799526754,0.802827714,0.805639061,0.807862471,0.809214226,0.809915716,0.811015702,0.812529127,0.814531917,0.815241463
"Human Development Index Model (2015)","SSP3","Eswatini","","Human Development Index",0.489098462,0.46887811,0.468695106,0.475773119,0.482199951,0.487490742,0.489713137,0.492357792,0.502166507,0.506011453,0.510765708,0.519167861,0.526347525,0.532939386
"Human Development Index Model (2015)","SSP3","Ethiopia","","Human Development Index",0.326799513,0.346781703,0.365052223,0.372659573,0.378008924,0.381743534,0.384717341,0.386544862,0.387078555,0.388299665,0.389003606,0.390445072,0.391948623,0.393252978
"Human Development Index Model (2015)","SSP3","Finland","","Human Development Index",0.848271316,0.851039854,0.853239581,0.85542748,0.857706432,0.859913286,0.862294136,0.864375045,0.865654388,0.866166499,0.867145171,0.868198482,0.869470543,0.869042785
"Human Development Index Model (2015)","SSP3","France","","Human Development Index",0.813236602,0.818362639,0.823597742,0.82882941,0.834312733,0.839797241,0.845146204,0.850006909,0.853735738,0.856350311,0.858987852,0.861478066,0.863888729,0.864415946
"Human Development Index Model (2015)","SSP3","Gabon","","Human Development Index",0.560295854,0.549438722,0.546733763,0.545381148,0.543816759,0.543006295,0.542411521,0.540903054,0.541567159,0.541241832,0.540201673,0.542804242,0.544446663,0.544156292
"Human Development Index Model (2015)","SSP3","Gambia","","Human Development Index",0.403777369,0.410639658,0.420032872,0.426156894,0.429795781,0.431687453,0.432212057,0.432664206,0.432541147,0.431604006,0.432348464,0.432136978,0.433008987,0.432758849
"Human Development Index Model (2015)","SSP3","Georgia","","Human Development Index",0.703651546,0.732127848,0.777371295,0.805857213,0.818533989,0.822422223,0.82453819,0.826626334,0.828834326,0.830354404,0.832442502,0.834882606,0.837672575,0.838855715
